_ - name,rank,enlabel,gov identfier,award,_ - external_url
HAV CHHOTE SINGH,Hav ,Chhote Singh,chhote-singh,Vir Chakra,http://gallantryawards.gov.in/Awardee/chhote-singh
"HAV CHUNI LAL, SM","Hav , Sm",Chuni Lal,chuni-lal-sm,Vir Chakra,http://gallantryawards.gov.in/Awardee/chuni-lal-sm
HAV DALBAHADUR GURUNG,Hav ,Dalbahadur Gurung,dalbahadur-gurung,Vir Chakra,http://gallantryawards.gov.in/Awardee/dalbahadur-gurung
HAV DAYANAND RAM,Hav ,Dayanand Ram,dayanand-ram,Vir Chakra,http://gallantryawards.gov.in/Awardee/dayanand-ram
HAV DES RAJ,Hav Des ,Raj,des-raj,Vir Chakra,http://gallantryawards.gov.in/Awardee/des-raj
HAV DEVENDRA SINGH KANDARI,Hav ,Devendra Singh Kandari,devendra-singh-kandari,Vir Chakra,http://gallantryawards.gov.in/Awardee/devendra-singh-kandari
HAV DEVI PRAKASH SINGH,Hav ,Devi Prakash Singh,devi-prakash-singh,Vir Chakra,http://gallantryawards.gov.in/Awardee/devi-prakash-singh
HAV GANGA BAHADUR RAWAT,Hav ,Ganga Bahadur Rawat,ganga-bahadur-rawat,Vir Chakra,http://gallantryawards.gov.in/Awardee/ganga-bahadur-rawat
HAV GIRDHARI LAL,Hav ,Girdhari Lal,girdhari-lal,Vir Chakra,http://gallantryawards.gov.in/Awardee/girdhari-lal
HAV GOPALA KRISHNAN,Hav ,Gopala Krishnan,gopala-krishnan,Vir Chakra,http://gallantryawards.gov.in/Awardee/gopala-krishnan
HAV GOPALA KURUP,Hav ,Gopala Kurup,gopala-kurup,Vir Chakra,http://gallantryawards.gov.in/Awardee/gopala-kurup
HAV GOPINATH BHINGARDIVE,Hav ,Gopinath Bhingardive,gopinath-bhingardive,Vir Chakra,http://gallantryawards.gov.in/Awardee/gopinath-bhingardive
HAV GOVIND KAMBLE,Hav ,Govind Kamble,govind-kamble,Vir Chakra,http://gallantryawards.gov.in/Awardee/govind-kamble
HAV GUMAN SINGH GURUNG,Hav ,Guman Singh Gurung,guman-singh-gurung,Vir Chakra,http://gallantryawards.gov.in/Awardee/guman-singh-gurung
HAV GURDEV SINGH,Hav ,Gurdev Singh,gurdev-singh,Vir Chakra,http://gallantryawards.gov.in/Awardee/gurdev-singh
HAV HARI DAS NAG,Hav ,Hari Das Nag,hari-das-nag,Vir Chakra,http://gallantryawards.gov.in/Awardee/hari-das-nag
HAV HAZARI SINGH,Hav ,Hazari Singh,hazari-singh,Vir Chakra,http://gallantryawards.gov.in/Awardee/hazari-singh
HAV HEM CHANDER,Hav ,Hem Chander,hem-chander,Vir Chakra,http://gallantryawards.gov.in/Awardee/hem-chander
HAV INDRABAHADUR GURUNG,Hav ,Indrabahadur Gurung,indrabahadur-gurung,Vir Chakra,http://gallantryawards.gov.in/Awardee/indrabahadur-gurung
HAV ISHWAR SINGH,Hav ,Ishwar Singh,ishwar-singh-0,Vir Chakra,http://gallantryawards.gov.in/Awardee/ishwar-singh-0
HAV JASH THAKUR,Hav ,Jash Thakur,jash-thakur,Vir Chakra,http://gallantryawards.gov.in/Awardee/jash-thakur
HAV JASSA SINGH,Hav ,Jassa Singh,jassa-singh,Vir Chakra,http://gallantryawards.gov.in/Awardee/jassa-singh
HAV JOGINDER SINGH,Hav ,Joginder Singh,joginder-singh-5,Vir Chakra,http://gallantryawards.gov.in/Awardee/joginder-singh-5
HAV JOSEPH ANAL CHANG,Hav ,Joseph Anal Chang,joseph-anal-chang,Vir Chakra,http://gallantryawards.gov.in/Awardee/joseph-anal-chang
HAV KANSHI RAM,Hav ,Kanshi Ram,kanshi-ram-2,Vir Chakra,http://gallantryawards.gov.in/Awardee/kanshi-ram-2
HAV KASHMIR SINGH THAKUR,Hav ,Kashmir Singh Thakur,kashmir-singh-thakur,Vir Chakra,http://gallantryawards.gov.in/Awardee/kashmir-singh-thakur
HAV KAULA SINGH THAPA,Hav ,Kaula Singh Thapa,kaula-singh-thapa,Vir Chakra,http://gallantryawards.gov.in/Awardee/kaula-singh-thapa
HAV KEDAR SINGH,Hav ,Kedar Singh,kedar-singh-0,Vir Chakra,http://gallantryawards.gov.in/Awardee/kedar-singh-0
HAV KHAZAN SINGH SANGWAN,Hav ,Khazan Singh Sangwan,khazan-singh-sangwan,Vir Chakra,http://gallantryawards.gov.in/Awardee/khazan-singh-sangwan
HAV KIRPA RAM,Hav ,Kirpa Ram,kirpa-ram-0,Vir Chakra,http://gallantryawards.gov.in/Awardee/kirpa-ram-0
HAV KK GOPALAKRISHAN NAIR,Hav Kk Gopalakrishan Nair,K K Gopalakrishan Nair,kk-gopalakrishan-nair,Vir Chakra,http://gallantryawards.gov.in/Awardee/kk-gopalakrishan-nair
HAV KRISHNA GURAO,Hav ,Krishna Gurao,krishna-gurao,Vir Chakra,http://gallantryawards.gov.in/Awardee/krishna-gurao
HAV KUMAR SINGH,Hav ,Kumar Singh,kumar-singh,Vir Chakra,http://gallantryawards.gov.in/Awardee/kumar-singh
HAV KUNWAR SINGH CHAUDHARI,Hav ,Kunwar Singh Chaudhari,kunwar-singh-chaudhari,Vir Chakra,http://gallantryawards.gov.in/Awardee/kunwar-singh-chaudhari
HAV KUSHAL SINGH,Hav ,Kushal Singh,kushal-singh,Vir Chakra,http://gallantryawards.gov.in/Awardee/kushal-singh
HAV KYCHARLA MAHALAKSHMIA,Hav ,Kycharla Mahalakshmia,kycharla-mahalakshmia,Vir Chakra,http://gallantryawards.gov.in/Awardee/kycharla-mahalakshmia
HAV LAKHMI CHAND,Hav ,Lakhmi Chand,lakhmi-chand,Vir Chakra,http://gallantryawards.gov.in/Awardee/lakhmi-chand
HAV LEKH RAJ,Hav ,Lekh Raj,lekh-raj-0,Vir Chakra,http://gallantryawards.gov.in/Awardee/lekh-raj-0
HAV MADAN LAL,Hav ,Madan Lal,madan-lal-3,Vir Chakra,http://gallantryawards.gov.in/Awardee/madan-lal-3
HAV MADAN SINGH,Hav ,Madan Singh,madan-singh,Vir Chakra,http://gallantryawards.gov.in/Awardee/madan-singh
HAV MAHADEO SINGH,Hav ,Mahadeo Singh,mahadeo-singh-0,Vir Chakra,http://gallantryawards.gov.in/Awardee/mahadeo-singh-0
HAV MALKIAT SINGH,Hav ,Malkiat Singh,malkiat-singh-0,Vir Chakra,http://gallantryawards.gov.in/Awardee/malkiat-singh-0
HAV MALKIAT SINGH,Hav ,Malkiat Singh,malkiat-singh,Vir Chakra,http://gallantryawards.gov.in/Awardee/malkiat-singh
HAV MUKAND SINGH,Hav ,Mukand Singh,mukand-singh,Vir Chakra,http://gallantryawards.gov.in/Awardee/mukand-singh
HAV NAIPAL SINGH,Hav ,Naipal Singh,naipal-singh,Vir Chakra,http://gallantryawards.gov.in/Awardee/naipal-singh
HAV NAND RAM,Hav ,Nand Ram,nand-ram,Vir Chakra,http://gallantryawards.gov.in/Awardee/nand-ram
HAV NARINDER SINGH,Hav ,Narinder Singh,narinder-singh,Vir Chakra,http://gallantryawards.gov.in/Awardee/narinder-singh
HAV NIRMAL SINGH,Hav ,Nirmal Singh,nirmal-singh-0,Vir Chakra,http://gallantryawards.gov.in/Awardee/nirmal-singh-0
HAV NIRMAL SINGH,Hav ,Nirmal Singh,nirmal-singh-1,Vir Chakra,http://gallantryawards.gov.in/Awardee/nirmal-singh-1
HAV P.K. KAMALASANAN,Hav P.K. Kamalasanan,P. K. Kamalasanan,pk-kamalasanan,Vir Chakra,http://gallantryawards.gov.in/Awardee/pk-kamalasanan
HAV PANDURANG KAKFALE,Hav ,Pandurang Kakfale,pandurang-kakfale,Vir Chakra,http://gallantryawards.gov.in/Awardee/pandurang-kakfale
HAV PHURBA LIPCHA,Hav ,Phurba Lipcha,phurba-lipcha,Vir Chakra,http://gallantryawards.gov.in/Awardee/phurba-lipcha
HAV PIARA SINGH,Hav ,Piara Singh,piara-singh-0,Vir Chakra,http://gallantryawards.gov.in/Awardee/piara-singh-0
HAV POTHARAJ,Hav ,Potharaj,potharaj,Vir Chakra,http://gallantryawards.gov.in/Awardee/potharaj
HAV PREM KUMAR CHAUHAN,Hav ,Prem Kumar Chauhan,prem-kumar-chauhan,Vir Chakra,http://gallantryawards.gov.in/Awardee/prem-kumar-chauhan
HAV RAGHBIR SINGH,Hav ,Raghbir Singh,raghbir-singh,Vir Chakra,http://gallantryawards.gov.in/Awardee/raghbir-singh
HAV RAM UJAGAR,Hav ,Ram Ujagar,ram-ujagar,Vir Chakra,http://gallantryawards.gov.in/Awardee/ram-ujagar
HAV RICHHPAL RAM,Hav ,Richhpal Ram,richhpal-ram,Vir Chakra,http://gallantryawards.gov.in/Awardee/richhpal-ram
HAV RUMESH KUMAR,Hav ,Rumesh Kumar,rumesh-kumar,Vir Chakra,http://gallantryawards.gov.in/Awardee/rumesh-kumar
HAV RUP LAL,Hav ,Rup Lal,rup-lal,Vir Chakra,http://gallantryawards.gov.in/Awardee/rup-lal
HAV SANGRAM SINGH RAWAT,Hav ,Sangram Singh Rawat,sangram-singh-rawat,Vir Chakra,http://gallantryawards.gov.in/Awardee/sangram-singh-rawat
HAV SAT PAUL,Hav ,Sat Paul,sat-paul,Vir Chakra,http://gallantryawards.gov.in/Awardee/sat-paul
HAV SATISH CHANDER,Hav ,Satish Chander,satish-chander,Vir Chakra,http://gallantryawards.gov.in/Awardee/satish-chander
HAV SAUDAGAR SINGH,Hav ,Saudagar Singh,saudagar-singh-0,Vir Chakra,http://gallantryawards.gov.in/Awardee/saudagar-singh-0
HAV SEWA SINGH,Hav ,Sewa Singh,sewa-singh-0,Vir Chakra,http://gallantryawards.gov.in/Awardee/sewa-singh-0
HAV SHANKAR DATT JOSHI,Hav ,Shankar Datt Joshi,shankar-datt-joshi,Vir Chakra,http://gallantryawards.gov.in/Awardee/shankar-datt-joshi
HAV SHANMUGA SUNDARAM,Hav ,Shanmuga Sundaram,shanmuga-sundaram,Vir Chakra,http://gallantryawards.gov.in/Awardee/shanmuga-sundaram
HAV SHANTA RAM SHINDE,Hav ,Shanta Ram Shinde,shanta-ram-shinde,Vir Chakra,http://gallantryawards.gov.in/Awardee/shanta-ram-shinde
HAV SIS RAM GILL,Hav ,Sis Ram Gill,sis-ram-gill,Vir Chakra,http://gallantryawards.gov.in/Awardee/sis-ram-gill
HAV SOM BAHADUR THAPA,Hav ,Som Bahadur Thapa,som-bahadur-thapa,Vir Chakra,http://gallantryawards.gov.in/Awardee/som-bahadur-thapa
HAV SULTAN SINGH NARWARIA,Hav ,Sultan Singh Narwaria,sultan-singh-narwaria,Vir Chakra,http://gallantryawards.gov.in/Awardee/sultan-singh-narwaria
HAV SURENDAR SINGH,Hav ,Surendar Singh,surendar-singh,Vir Chakra,http://gallantryawards.gov.in/Awardee/surendar-singh
HAV SWARAN SINGH,Hav ,Swaran Singh,swaran-singh,Vir Chakra,http://gallantryawards.gov.in/Awardee/swaran-singh
HAV THAPASI CHHETTIAR RAMASWAY CHHETTIAR,Hav ,Thapasi Chhettiar Ramasway Chhettiar,thapasi-chhettiar-ramasway-chhettiar,Vir Chakra,http://gallantryawards.gov.in/Awardee/thapasi-chhettiar-ramasway-chhettiar
HAV TILAK RAJ,Hav ,Tilak Raj,tilak-raj-0,Vir Chakra,http://gallantryawards.gov.in/Awardee/tilak-raj-0
HAV TINJONG LAMA,Hav ,Tinjong Lama,tinjong-lama,Vir Chakra,http://gallantryawards.gov.in/Awardee/tinjong-lama
HAV TSEWANG RIGZIN,Hav ,Tsewang Rigzin,tsewang-rigzin,Vir Chakra,http://gallantryawards.gov.in/Awardee/tsewang-rigzin
HAV TULSIRAM,Hav ,Tulsiram,tulsiram,Vir Chakra,http://gallantryawards.gov.in/Awardee/tulsiram
HAV UDHAM SINGH,Hav ,Udham Singh,udham-singh,Vir Chakra,http://gallantryawards.gov.in/Awardee/udham-singh
HAV UTTAM JAWALGE,Hav ,Uttam Jawalge,uttam-jawalge,Vir Chakra,http://gallantryawards.gov.in/Awardee/uttam-jawalge
HAV WILSON MAGAN ANTHONY,Hav ,Wilson Magan Anthony,wilson-magan-anthony,Vir Chakra,http://gallantryawards.gov.in/Awardee/wilson-magan-anthony
HAV YAD RAM,Hav ,Yad Ram,yad-ram,Vir Chakra,http://gallantryawards.gov.in/Awardee/yad-ram
HEAD CONST HARI SINGH,Head Const ,Hari Singh,hari-singh-3,Vir Chakra,http://gallantryawards.gov.in/Awardee/hari-singh-3
JEM AJIT SINGH,Jem ,Ajit Singh,ajit-singh-2,Vir Chakra,http://gallantryawards.gov.in/Awardee/ajit-singh-2
JEM AMI SINGH,Jem ,Ami Singh,ami-singh,Vir Chakra,http://gallantryawards.gov.in/Awardee/ami-singh
JEM BACHITTAR SINGH,Jem ,Bachittar Singh,bachittar-singh-0,Vir Chakra,http://gallantryawards.gov.in/Awardee/bachittar-singh-0
JEM BALWANT SINGH,Jem ,Balwant Singh,balwant-singh-0,Vir Chakra,http://gallantryawards.gov.in/Awardee/balwant-singh-0
JEM BAS DEO,Jem ,Bas Deo,bas-deo,Vir Chakra,http://gallantryawards.gov.in/Awardee/bas-deo
JEM BASANTA RAM,Jem ,Basanta Ram,basanta-ram,Vir Chakra,http://gallantryawards.gov.in/Awardee/basanta-ram
JEM BHAGWAN DASS,Jem ,Bhagwan Dass,bhagwan-dass,Vir Chakra,http://gallantryawards.gov.in/Awardee/bhagwan-dass
JEM DEBJANG SAHI,Jem ,Debjang Sahi,debjang-sahi,Vir Chakra,http://gallantryawards.gov.in/Awardee/debjang-sahi
JEM DHAN SINGH,Jem ,Dhan Singh,dhan-singh-0,Vir Chakra,http://gallantryawards.gov.in/Awardee/dhan-singh-0
"JEM DHYAN SINGH RAWAT, IDSM","Jem , Idsm",Dhyan Singh Rawat,dhyan-singh-rawat-idsm,Vir Chakra,http://gallantryawards.gov.in/Awardee/dhyan-singh-rawat-idsm
JEM GAJANAN ADISARE,Jem ,Gajanan Adisare,gajanan-adisare,Vir Chakra,http://gallantryawards.gov.in/Awardee/gajanan-adisare
JEM GUGAN RAM,Jem ,Gugan Ram,gugan-ram,Vir Chakra,http://gallantryawards.gov.in/Awardee/gugan-ram
JEM HANAS RAJ,Jem ,Hanas Raj,hanas-raj,Vir Chakra,http://gallantryawards.gov.in/Awardee/hanas-raj
JEM HAR SINGH,Jem ,Har Singh,har-singh,Vir Chakra,http://gallantryawards.gov.in/Awardee/har-singh
JEM HARI RAM,Jem ,Hari Ram,hari-ram,Vir Chakra,http://gallantryawards.gov.in/Awardee/hari-ram
JEM JAGAN NATH KHORANA,Jem ,Jagan Nath Khorana,jagan-nath-khorana,Vir Chakra,http://gallantryawards.gov.in/Awardee/jagan-nath-khorana
JEM JANAK SINGH,Jem ,Janak Singh,janak-singh,Vir Chakra,http://gallantryawards.gov.in/Awardee/janak-singh
JEM JATAN SINGH GUSAIN,Jem ,Jatan Singh Gusain,jatan-singh-gusain,Vir Chakra,http://gallantryawards.gov.in/Awardee/jatan-singh-gusain
JEM JEET SINGH,Jem ,Jeet Singh,jeet-singh-0,Vir Chakra,http://gallantryawards.gov.in/Awardee/jeet-singh-0
JEM KANIKASAMI,Jem ,Kanikasami,kanikasami,Vir Chakra,http://gallantryawards.gov.in/Awardee/kanikasami
JEM KARNAIL SINGH,Jem ,Karnail Singh,karnail-singh-2,Vir Chakra,http://gallantryawards.gov.in/Awardee/karnail-singh-2
JEM KARTAR SINGH,Jem ,Kartar Singh,kartar-singh-2,Vir Chakra,http://gallantryawards.gov.in/Awardee/kartar-singh-2
JEM LAL BAHADUR PUN,Jem ,Lal Bahadur Pun,lal-bahadur-pun,Vir Chakra,http://gallantryawards.gov.in/Awardee/lal-bahadur-pun
JEM MADHO SINGH,Jem ,Madho Singh,madho-singh,Vir Chakra,http://gallantryawards.gov.in/Awardee/madho-singh
JEM MALL SINGH,Jem ,Mall Singh,mall-singh,Vir Chakra,http://gallantryawards.gov.in/Awardee/mall-singh
JEM MEGH SINGH,Jem ,Megh Singh,megh-singh-0,Vir Chakra,http://gallantryawards.gov.in/Awardee/megh-singh-0
"JEM PANDURANG DESHMUKH, M.B.E","Jem Pandurang Deshmukh, M.B.E",Pandurang hmukh,pandurang-deshmukh-mbe,Vir Chakra,http://gallantryawards.gov.in/Awardee/pandurang-deshmukh-mbe
JEM PIAR SINGH,Jem ,Piar Singh,piar-singh,Vir Chakra,http://gallantryawards.gov.in/Awardee/piar-singh
JEM R. THANGAVELU,Jem ,R. Thangavelu,r-thangavelu,Vir Chakra,http://gallantryawards.gov.in/Awardee/r-thangavelu
JEM RAM CHANDER,Jem ,Ram Chander,ram-chander-1,Vir Chakra,http://gallantryawards.gov.in/Awardee/ram-chander-1
JEM RIGZIN PHUNCHOK,Jem ,Rigzin Phunchok,rigzin-phunchok,Vir Chakra,http://gallantryawards.gov.in/Awardee/rigzin-phunchok
JEM SANT SINGH,Jem ,Sant Singh,sant-singh,Vir Chakra,http://gallantryawards.gov.in/Awardee/sant-singh
JEM SANWAL RAM,Jem ,Sanwal Ram,sanwal-ram,Vir Chakra,http://gallantryawards.gov.in/Awardee/sanwal-ram
JEM SARDHA RAM,Jem ,Sardha Ram,sardha-ram,Vir Chakra,http://gallantryawards.gov.in/Awardee/sardha-ram
JEM SHEIKH KHADER SAHIB,Jem ,Sheikh Khader Sahib,sheikh-khader-sahib,Vir Chakra,http://gallantryawards.gov.in/Awardee/sheikh-khader-sahib
JEM SHER SINGH,Jem ,Sher Singh,sher-singh-0,Vir Chakra,http://gallantryawards.gov.in/Awardee/sher-singh-0
JEM SURJA,Jem ,Surja,surja,Vir Chakra,http://gallantryawards.gov.in/Awardee/surja
JEM TEJBAHADUR GURUNG,Jem ,Tejbahadur Gurung,tejbahadur-gurung,Vir Chakra,http://gallantryawards.gov.in/Awardee/tejbahadur-gurung
"JEM THAMBU RAM, MM",Jem ,"Thambu Ram, Mm",thambu-ram-mm,Vir Chakra,http://gallantryawards.gov.in/Awardee/thambu-ram-mm
"K S RAJU, LEM",", Lem",K S Raju,k-s-raju-lem,Vir Chakra,http://gallantryawards.gov.in/Awardee/k-s-raju-lem
L HAV GURDEV SINGH,L Hav ,Gurdev Singh,gurdev-singh-0,Vir Chakra,http://gallantryawards.gov.in/Awardee/gurdev-singh-0
L/DFR RAM CHANDER,L/dfr ,Ram Chander,ram-chander-0,Vir Chakra,http://gallantryawards.gov.in/Awardee/ram-chander-0
L/DFR SUSHIL KUMAR,L/dfr ,Sushil Kumar,sushil-kumar-0,Vir Chakra,http://gallantryawards.gov.in/Awardee/sushil-kumar-0
L/DFR UDHAN SINGH,L/dfr ,Udhan Singh,udhan-singh,Vir Chakra,http://gallantryawards.gov.in/Awardee/udhan-singh
L/DFR WARYAM SINGH,L/dfr ,Waryam Singh,waryam-singh,Vir Chakra,http://gallantryawards.gov.in/Awardee/waryam-singh
L/HAV AMAR SINGH BISHT,L/hav ,Amar Singh Bisht,amar-singh-bisht,Vir Chakra,http://gallantryawards.gov.in/Awardee/amar-singh-bisht
L/HAV ANGNA RAM,L/hav ,Angna Ram,angna-ram,Vir Chakra,http://gallantryawards.gov.in/Awardee/angna-ram
L/HAV ARUN RAMLING MALI,L/hav ,Arun Ramling Mali,arun-ramling-mali,Vir Chakra,http://gallantryawards.gov.in/Awardee/arun-ramling-mali
L/HAV BANE SINGH,L/hav ,Bane Singh,bane-singh,Vir Chakra,http://gallantryawards.gov.in/Awardee/bane-singh
L/HAV BISHNU BAHADUR THAPA,L/hav ,Bishnu Bahadur Thapa,bishnu-bahadur-thapa,Vir Chakra,http://gallantryawards.gov.in/Awardee/bishnu-bahadur-thapa
L/HAV DEB SINGH BHANDARI,L/hav ,Deb Singh Bhandari,deb-singh-bhandari,Vir Chakra,http://gallantryawards.gov.in/Awardee/deb-singh-bhandari
L/HAV DEPUTY LAL,L/hav Deputy ,Lal,deputy-lal,Vir Chakra,http://gallantryawards.gov.in/Awardee/deputy-lal
L/HAV DHARAM SINGH,L/hav ,Dharam Singh,dharam-singh-2,Vir Chakra,http://gallantryawards.gov.in/Awardee/dharam-singh-2
L/HAV DILBAGH SINGH,L/hav ,Dilbagh Singh,dilbagh-singh,Vir Chakra,http://gallantryawards.gov.in/Awardee/dilbagh-singh
L/HAV FIDOO RAM,L/hav ,Fidoo Ram,fidoo-ram,Vir Chakra,http://gallantryawards.gov.in/Awardee/fidoo-ram
L/HAV GANGA DHAR,L/hav ,Ganga Dhar,ganga-dhar,Vir Chakra,http://gallantryawards.gov.in/Awardee/ganga-dhar
L/HAV GIAN CHAND,L/hav ,Gian Chand,gian-chand-0,Vir Chakra,http://gallantryawards.gov.in/Awardee/gian-chand-0
L/HAV JAGDISH SINGH,L/hav ,Jagdish Singh,jagdish-singh-0,Vir Chakra,http://gallantryawards.gov.in/Awardee/jagdish-singh-0
L/HAV JAI SINGH BISHT,L/hav ,Jai Singh Bisht,jai-singh-bisht,Vir Chakra,http://gallantryawards.gov.in/Awardee/jai-singh-bisht
L/HAV JANARDHAN SUBEDAR,L/hav ,Janardhan Subedar,janardhan-subedar,Vir Chakra,http://gallantryawards.gov.in/Awardee/janardhan-subedar
L/HAV JASWANT SINGH,L/hav ,Jaswant Singh,jaswant-singh-3,Vir Chakra,http://gallantryawards.gov.in/Awardee/jaswant-singh-3
L/HAV JASWANT SINGH,L/hav ,Jaswant Singh,jaswant-singh-0,Vir Chakra,http://gallantryawards.gov.in/Awardee/jaswant-singh-0
L/HAV JOGINDER SINGH,L/hav ,Joginder Singh,joginder-singh-2,Vir Chakra,http://gallantryawards.gov.in/Awardee/joginder-singh-2
L/HAV JOGINDER SINGH SEN,L/hav ,Joginder Singh Sen,joginder-singh-sen,Vir Chakra,http://gallantryawards.gov.in/Awardee/joginder-singh-sen
L/HAV KANS RAJ,L/hav ,Kans Raj,kans-raj,Vir Chakra,http://gallantryawards.gov.in/Awardee/kans-raj
L/HAV KG GEORGE,L/hav Kg George,K G George,kg-george,Vir Chakra,http://gallantryawards.gov.in/Awardee/kg-george
L/HAV KISHAN SINGH,L/hav ,Kishan Singh,kishan-singh,Vir Chakra,http://gallantryawards.gov.in/Awardee/kishan-singh
L/HAV LAXMAN RANE,L/hav ,Laxman Rane,laxman-rane,Vir Chakra,http://gallantryawards.gov.in/Awardee/laxman-rane
L/HAV MAHTAB SINGH,L/hav ,Mahtab Singh,mahtab-singh,Vir Chakra,http://gallantryawards.gov.in/Awardee/mahtab-singh
L/HAV NARAINDAR DATT,L/hav ,Naraindar Datt,naraindar-datt,Vir Chakra,http://gallantryawards.gov.in/Awardee/naraindar-datt
L/HAV PUNCJOK STOBDAN,L/hav ,Puncjok Stobdan,puncjok-stobdan,Vir Chakra,http://gallantryawards.gov.in/Awardee/puncjok-stobdan
L/HAV RAGHUBIR SINGH,L/hav ,Raghubir Singh,raghubir-singh-0,Vir Chakra,http://gallantryawards.gov.in/Awardee/raghubir-singh-0
L/HAV RAM KUMAR,L/hav ,Ram Kumar,ram-kumar-2,Vir Chakra,http://gallantryawards.gov.in/Awardee/ram-kumar-2
L/HAV SANT SINGH,L/hav ,Sant Singh,sant-singh-2,Vir Chakra,http://gallantryawards.gov.in/Awardee/sant-singh-2
L/HAV SARDAR SINGH,L/hav ,Sardar Singh,sardar-singh-1,Vir Chakra,http://gallantryawards.gov.in/Awardee/sardar-singh-1
L/HAV SUKHDEV SINGH,L/hav ,Sukhdev Singh,sukhdev-singh-0,Vir Chakra,http://gallantryawards.gov.in/Awardee/sukhdev-singh-0
L/HAV TEK BAHADUR GURUNG,L/hav ,Tek Bahadur Gurung,tek-bahadur-gurung-1,Vir Chakra,http://gallantryawards.gov.in/Awardee/tek-bahadur-gurung-1
L/HAV TRILOK SINGH,L/hav ,Trilok Singh,trilok-singh,Vir Chakra,http://gallantryawards.gov.in/Awardee/trilok-singh
L/HAV UMRAO SINGH,L/hav ,Umrao Singh,umrao-singh-0,Vir Chakra,http://gallantryawards.gov.in/Awardee/umrao-singh-0
L/NK ABHEY RAM,L/nk ,Abhey Ram,abhey-ram,Vir Chakra,http://gallantryawards.gov.in/Awardee/abhey-ram
L/NK ACA KARATKUDE,L/nk Aca Karatkude,A C A Karatkude,aca-karatkude,Vir Chakra,http://gallantryawards.gov.in/Awardee/aca-karatkude
L/NK AYYAPPAN,L/nk ,Ayyappan,ayyappan,Vir Chakra,http://gallantryawards.gov.in/Awardee/ayyappan
L/NK BAL BAHUDUR THAPA,L/nk ,Bal Bahudur Thapa,bal-bahudur-thapa,Vir Chakra,http://gallantryawards.gov.in/Awardee/bal-bahudur-thapa
L/NK BALBAHADUR GURUNG,L/nk ,Balbahadur Gurung,balbahadur-gurung,Vir Chakra,http://gallantryawards.gov.in/Awardee/balbahadur-gurung
L/NK BHANWAR SINGH,L/nk ,Bhanwar Singh,bhanwar-singh,Vir Chakra,http://gallantryawards.gov.in/Awardee/bhanwar-singh
L/NK BHAWAN SINGH,L/nk ,Bhawan Singh,bhawan-singh-1,Vir Chakra,http://gallantryawards.gov.in/Awardee/bhawan-singh-1
L/NK BISHESHWAR SINGH,L/nk ,Bisheshwar Singh,bisheshwar-singh,Vir Chakra,http://gallantryawards.gov.in/Awardee/bisheshwar-singh
L/NK BUDH SINGH,L/nk ,Budh Singh,budh-singh,Vir Chakra,http://gallantryawards.gov.in/Awardee/budh-singh
L/NK CHAND SINGH,L/nk ,Chand Singh,chand-singh,Vir Chakra,http://gallantryawards.gov.in/Awardee/chand-singh
L/NK CHANDRAKET PRASAD YADAV,L/nk ,Chandraket Prasad Yadav,chandraket-prasad-yadav,Vir Chakra,http://gallantryawards.gov.in/Awardee/chandraket-prasad-yadav
L/NK CHUNNI SINGH,L/nk ,Chunni Singh,chunni-singh,Vir Chakra,http://gallantryawards.gov.in/Awardee/chunni-singh
L/NK DALBAHADUR PUN,L/nk ,Dalbahadur Pun,dalbahadur-pun,Vir Chakra,http://gallantryawards.gov.in/Awardee/dalbahadur-pun
L/NK DEV RAJ,L/nk ,Dev Raj,dev-raj,Vir Chakra,http://gallantryawards.gov.in/Awardee/dev-raj
L/NK DHANI RAM,L/nk ,Dhani Ram,dhani-ram,Vir Chakra,http://gallantryawards.gov.in/Awardee/dhani-ram
L/NK DHANSI RAM,L/nk ,Dhansi Ram,dhansi-ram,Vir Chakra,http://gallantryawards.gov.in/Awardee/dhansi-ram
L/NK DHARAMSING THAPA,L/nk ,Dharamsing Thapa,dharamsing-thapa,Vir Chakra,http://gallantryawards.gov.in/Awardee/dharamsing-thapa
L/NK DHARUB SINGH,L/nk ,Dharub Singh,dharub-singh,Vir Chakra,http://gallantryawards.gov.in/Awardee/dharub-singh
L/NK DURGA DATT,L/nk ,Durga Datt,durga-datt,Vir Chakra,http://gallantryawards.gov.in/Awardee/durga-datt
L/NK GABAR SINGH NEGI,L/nk ,Gabar Singh Negi,gabar-singh-negi,Vir Chakra,http://gallantryawards.gov.in/Awardee/gabar-singh-negi
L/NK GANGA RAM,L/nk ,Ganga Ram,ganga-ram-1,Vir Chakra,http://gallantryawards.gov.in/Awardee/ganga-ram-1
L/NK GHULAM MOHD KHAN,L/nk ,Ghulam Mohd Khan,ghulam-mohd-khan,Vir Chakra,http://gallantryawards.gov.in/Awardee/ghulam-mohd-khan
L/NK GIAN SINGH,L/nk ,Gian Singh,gian-singh,Vir Chakra,http://gallantryawards.gov.in/Awardee/gian-singh
L/NK GIAN SINGH,L/nk ,Gian Singh,gian-singh-0,Vir Chakra,http://gallantryawards.gov.in/Awardee/gian-singh-0
L/NK GIAN SINGH,L/nk ,Gian Singh,gian-singh-1,Vir Chakra,http://gallantryawards.gov.in/Awardee/gian-singh-1
